ground_truth_organizational_structure,prediction_organizational_structure,rounded_prediction_organizational_structure,ground_truth_coherence,prediction_coherence,rounded_prediction_coherence,ground_truth_essay_length,prediction_essay_length,rounded_prediction_essay_length,ground_truth_grammatical_accuracy,prediction_grammatical_accuracy,rounded_prediction_grammatical_accuracy,ground_truth_grammatical_diversity,prediction_grammatical_diversity,rounded_prediction_grammatical_diversity,ground_truth_lexical_accuracy,prediction_lexical_accuracy,rounded_prediction_lexical_accuracy,ground_truth_lexical_diversity,prediction_lexical_diversity,rounded_prediction_lexical_diversity,ground_truth_punctuation_accuracy,prediction_punctuation_accuracy,rounded_prediction_punctuation_accuracy,ground_truth_argument_clarity,prediction_argument_clarity,rounded_prediction_argument_clarity,ground_truth_justifying_persuasiveness,prediction_justifying_persuasiveness,rounded_prediction_justifying_persuasiveness
3.0,3.2519531,3.5,3.5,3.2675781,3.5,3.5,3.8789062,4.0,2.0,2.8125,3.0,2.5,3.1015625,3.0,2.5,3.1445312,3.0,3.5,2.8652344,3.0,2.0,3.2285156,3.0,3.5,3.6503906,3.5,2.5,3.2304688,3.0
3.0,3.2207031,3.0,2.5,3.21875,3.0,3.0,3.7734375,4.0,2.0,2.6875,2.5,2.0,2.8378906,3.0,2.0,2.8867188,3.0,3.0,2.7929688,3.0,2.0,3.046875,3.0,3.5,3.6074219,3.5,3.5,3.1972656,3.0
3.0,3.7929688,4.0,3.5,3.9140625,4.0,4.0,4.5117188,4.5,2.5,3.6738281,3.5,3.5,3.8339844,4.0,3.5,3.921875,4.0,3.0,3.4570312,3.5,5.0,4.109375,4.0,4.0,3.984375,4.0,3.0,3.7773438,4.0
4.0,4.1679688,4.0,3.5,4.3007812,4.5,4.5,4.9257812,5.0,4.0,4.3203125,4.5,4.0,4.4296875,4.5,4.0,4.4960938,4.5,3.5,3.8574219,4.0,4.5,4.4765625,4.5,4.0,4.0429688,4.0,3.0,3.9550781,4.0
2.5,3.5332031,3.5,3.0,3.7421875,3.5,4.5,4.296875,4.5,3.5,3.5332031,3.5,3.5,3.7089844,3.5,3.5,3.75,4.0,2.5,3.2773438,3.5,4.0,3.8261719,4.0,3.0,3.8222656,4.0,3.0,3.5019531,3.5
3.5,4.0351562,4.0,4.0,4.2890625,4.5,4.5,4.8984375,5.0,4.0,4.3789062,4.5,4.0,4.5742188,4.5,4.0,4.6171875,4.5,4.0,3.9726562,4.0,4.5,4.5625,4.5,4.0,4.0429688,4.0,3.5,4.0429688,4.0
4.5,3.8945312,4.0,3.5,3.8808594,4.0,4.5,4.5703125,4.5,3.5,3.6074219,3.5,3.0,3.7089844,3.5,3.0,3.8125,4.0,3.5,3.4609375,3.5,4.0,4.0585938,4.0,3.5,3.9648438,4.0,3.5,3.7675781,4.0
3.0,3.4648438,3.5,3.0,3.5898438,3.5,3.0,4.1992188,4.0,5.0,3.3085938,3.5,3.0,3.4882812,3.5,3.0,3.5605469,3.5,2.0,3.1191406,3.0,5.0,3.7382812,3.5,3.0,3.8398438,4.0,2.5,3.453125,3.5
2.5,2.6816406,2.5,2.5,2.6933594,2.5,2.5,3.3105469,3.5,4.0,2.3027344,2.5,2.5,2.4667969,2.5,2.5,2.5585938,2.5,2.0,2.4003906,2.5,2.5,2.65625,2.5,3.5,3.1132812,3.0,2.0,2.7695312,3.0
4.0,4.3632812,4.5,4.0,4.4492188,4.5,4.0,5.1132812,5.0,3.5,4.4375,4.5,4.0,4.6835938,4.5,4.0,4.7421875,4.5,4.0,4.09375,4.0,4.5,4.5859375,4.5,4.5,4.1796875,4.0,4.5,4.3085938,4.5
3.0,4.015625,4.0,4.0,4.1992188,4.0,4.5,4.8515625,5.0,4.0,4.1132812,4.0,3.5,4.2773438,4.5,3.0,4.3710938,4.5,3.0,3.7304688,3.5,4.0,4.3554688,4.5,4.0,4.140625,4.0,3.5,4.0390625,4.0
4.0,4.1015625,4.0,4.0,4.328125,4.5,5.0,4.96875,5.0,4.0,4.375,4.5,4.0,4.5859375,4.5,4.0,4.6328125,4.5,3.0,3.9160156,4.0,4.0,4.5390625,4.5,3.5,4.0546875,4.0,3.5,4.1601562,4.0
3.5,3.9082031,4.0,4.0,4.078125,4.0,3.5,4.5820312,4.5,3.5,3.8417969,4.0,3.5,4.046875,4.0,3.5,4.0742188,4.0,3.0,3.5996094,3.5,3.5,4.0625,4.0,4.5,3.9199219,4.0,3.5,3.7949219,4.0
4.0,4.3398438,4.5,3.5,4.3671875,4.5,4.5,5.0898438,5.0,4.0,4.3320312,4.5,4.0,4.5859375,4.5,4.0,4.6523438,4.5,3.5,4.015625,4.0,4.0,4.546875,4.5,3.5,4.2070312,4.0,3.0,4.296875,4.5
3.0,3.6523438,3.5,3.0,3.671875,3.5,3.5,4.1914062,4.0,3.5,3.3984375,3.5,3.0,3.4941406,3.5,3.0,3.5605469,3.5,3.0,3.3164062,3.5,5.0,3.921875,4.0,3.0,3.875,4.0,3.0,3.6171875,3.5
3.5,4.2304688,4.0,4.0,4.2539062,4.5,4.5,5.015625,5.0,4.0,4.2148438,4.0,4.0,4.3867188,4.5,4.0,4.4921875,4.5,3.0,3.8652344,4.0,2.5,4.4140625,4.5,4.0,4.1914062,4.0,4.0,4.2382812,4.0
2.5,3.5507812,3.5,3.5,3.6269531,3.5,3.0,4.125,4.0,4.0,3.2792969,3.5,3.0,3.3300781,3.5,3.0,3.3632812,3.5,3.0,3.1523438,3.0,5.0,3.5761719,3.5,3.0,3.7832031,4.0,3.5,3.4667969,3.5
3.0,3.9140625,4.0,4.0,4.1640625,4.0,4.0,4.6953125,4.5,4.0,4.2421875,4.0,3.5,4.453125,4.5,3.5,4.546875,4.5,3.5,3.8554688,4.0,5.0,4.5390625,4.5,3.5,3.9160156,4.0,3.5,3.9824219,4.0
3.5,3.9492188,4.0,4.0,4.0,4.0,3.5,4.5820312,4.5,3.0,3.7382812,3.5,3.0,3.828125,4.0,3.0,3.9023438,4.0,3.0,3.5332031,3.5,4.0,4.2304688,4.0,3.5,3.9882812,4.0,3.5,3.8789062,4.0
2.5,3.609375,3.5,3.5,3.6113281,3.5,4.0,4.1328125,4.0,3.5,3.3125,3.5,3.0,3.5390625,3.5,3.0,3.6054688,3.5,3.0,3.2421875,3.0,4.0,3.7519531,4.0,4.5,3.8300781,4.0,3.5,3.5878906,3.5
2.5,3.1855469,3.0,3.0,3.4472656,3.5,5.0,4.0117188,4.0,3.0,3.2304688,3.0,3.0,3.5507812,3.5,3.0,3.5878906,3.5,3.0,3.0683594,3.0,3.5,3.6875,3.5,3.0,3.6640625,3.5,3.0,3.3710938,3.5
3.0,3.765625,4.0,4.0,3.8925781,4.0,3.5,4.5117188,4.5,3.5,3.6523438,3.5,3.5,3.8066406,4.0,3.5,3.9023438,4.0,3.0,3.4570312,3.5,5.0,4.0898438,4.0,4.0,3.9082031,4.0,3.0,3.7558594,4.0
3.0,3.4726562,3.5,3.5,3.7539062,4.0,4.5,4.296875,4.5,3.0,3.5253906,3.5,3.0,3.7734375,4.0,3.0,3.7246094,3.5,3.0,3.3339844,3.5,3.5,3.8769531,4.0,3.5,3.8476562,4.0,3.0,3.5273438,3.5
3.0,3.1582031,3.0,4.0,3.3613281,3.5,3.5,3.6347656,3.5,3.5,2.9511719,3.0,3.0,3.1953125,3.0,3.0,3.1914062,3.0,3.5,2.9082031,3.0,3.5,3.3320312,3.5,3.5,3.4355469,3.5,3.0,3.1425781,3.0
3.0,3.5976562,3.5,3.5,3.59375,3.5,4.0,4.1953125,4.0,4.0,3.2304688,3.0,2.5,3.2851562,3.5,2.5,3.2851562,3.5,2.5,3.1523438,3.0,4.0,3.5292969,3.5,4.0,3.8339844,4.0,3.5,3.4804688,3.5
3.5,4.1992188,4.0,3.5,4.21875,4.0,4.5,4.7890625,5.0,4.0,4.0976562,4.0,4.0,4.140625,4.0,4.0,4.2617188,4.5,3.0,3.7382812,3.5,4.5,4.3125,4.5,4.0,4.078125,4.0,3.5,3.9296875,4.0
3.5,4.0820312,4.0,4.0,4.0625,4.0,4.5,4.8203125,5.0,3.0,3.8613281,4.0,3.5,4.1640625,4.0,3.5,4.1210938,4.0,3.0,3.7695312,4.0,3.0,4.125,4.0,3.5,4.0234375,4.0,4.0,4.0351562,4.0
3.5,4.2929688,4.5,3.5,4.3242188,4.5,4.0,5.0625,5.0,4.0,4.3789062,4.5,4.0,4.5585938,4.5,4.0,4.6367188,4.5,3.5,4.0078125,4.0,5.0,4.5742188,4.5,3.5,4.15625,4.0,4.0,4.3164062,4.5
3.5,3.5820312,3.5,3.0,3.6230469,3.5,4.0,4.1054688,4.0,3.5,3.5371094,3.5,3.0,3.7578125,4.0,3.0,3.8847656,4.0,2.5,3.3164062,3.5,4.0,4.0390625,4.0,4.0,3.8496094,4.0,3.5,3.6601562,3.5
3.5,4.21875,4.0,4.0,4.2109375,4.0,4.5,4.9882812,5.0,4.0,4.1367188,4.0,3.5,4.3710938,4.5,3.5,4.4179688,4.5,4.0,3.8632812,4.0,4.0,4.4453125,4.5,4.0,4.1640625,4.0,4.0,4.2226562,4.0
3.0,4.1679688,4.0,3.5,4.0742188,4.0,4.5,4.8085938,5.0,3.0,3.8847656,4.0,3.5,4.1289062,4.0,3.5,4.171875,4.0,3.0,3.6171875,3.5,4.0,4.1796875,4.0,4.5,4.2304688,4.0,3.5,4.0039062,4.0
2.5,3.171875,3.0,3.0,3.4023438,3.5,4.0,3.8320312,4.0,3.5,3.2578125,3.5,3.0,3.3847656,3.5,3.0,3.3789062,3.5,2.5,3.0234375,3.0,3.5,3.6367188,3.5,3.0,3.4648438,3.5,3.5,3.2089844,3.0
4.0,4.3867188,4.5,4.0,4.4140625,4.5,5.0,5.1210938,5.0,4.0,4.4570312,4.5,4.0,4.6757812,4.5,4.0,4.7304688,4.5,4.5,4.1835938,4.0,4.5,4.625,4.5,5.0,4.1445312,4.0,4.5,4.3828125,4.5
4.5,3.3554688,3.5,3.5,3.5351562,3.5,3.0,3.9101562,4.0,3.0,3.1601562,3.0,2.5,3.2734375,3.5,2.5,3.390625,3.5,3.5,3.1035156,3.0,3.5,3.5078125,3.5,4.5,3.7773438,4.0,3.5,3.453125,3.5
3.0,4.0742188,4.0,5.0,4.1835938,4.0,3.5,4.7539062,5.0,3.0,3.9550781,4.0,3.0,4.1953125,4.0,3.0,4.2265625,4.0,3.0,3.7226562,3.5,5.0,4.3828125,4.5,5.0,4.1757812,4.0,3.5,4.0898438,4.0
3.0,3.9746094,4.0,3.5,4.1289062,4.0,4.0,4.7578125,5.0,5.0,4.0429688,4.0,3.5,4.2929688,4.5,3.5,4.2578125,4.5,3.5,3.7617188,4.0,5.0,4.3632812,4.5,5.0,4.0546875,4.0,3.5,4.0664062,4.0
3.5,3.828125,4.0,3.5,3.9960938,4.0,4.0,4.5273438,4.5,5.0,3.8847656,4.0,3.0,4.0742188,4.0,3.0,4.0898438,4.0,3.0,3.6386719,3.5,5.0,4.1992188,4.0,3.0,4.0039062,4.0,4.0,3.9335938,4.0
4.0,4.3046875,4.5,4.0,4.421875,4.5,4.0,5.1289062,5.0,4.0,4.3710938,4.5,4.0,4.6210938,4.5,4.0,4.6914062,4.5,3.0,3.9648438,4.0,3.5,4.578125,4.5,4.5,4.1992188,4.0,4.0,4.3203125,4.5
3.0,3.5214844,3.5,3.0,3.5625,3.5,4.0,4.140625,4.0,4.0,3.234375,3.0,3.0,3.3515625,3.5,3.0,3.3769531,3.5,2.5,3.0644531,3.0,3.5,3.4414062,3.5,3.5,3.7910156,4.0,2.0,3.4589844,3.5
2.0,2.78125,3.0,2.5,2.9375,3.0,4.0,3.375,3.5,2.5,2.6230469,2.5,2.0,2.8300781,3.0,2.0,2.8535156,3.0,2.0,2.6269531,2.5,4.0,2.9082031,3.0,3.0,3.125,3.0,3.0,2.8359375,3.0
3.5,4.265625,4.5,4.0,4.4335938,4.5,4.5,5.0,5.0,4.5,4.453125,4.5,4.0,4.6796875,4.5,4.0,4.6953125,4.5,4.5,4.03125,4.0,4.5,4.5820312,4.5,3.5,4.0859375,4.0,3.5,4.1796875,4.0
3.5,3.4277344,3.5,3.0,3.4648438,3.5,3.5,3.9765625,4.0,3.5,3.1210938,3.0,3.0,3.2519531,3.5,3.0,3.2539062,3.5,3.0,3.03125,3.0,2.5,3.4101562,3.5,3.5,3.6191406,3.5,3.5,3.3242188,3.5
3.0,4.1992188,4.0,4.0,4.234375,4.0,4.5,4.90625,5.0,4.0,4.1484375,4.0,4.0,4.234375,4.0,4.0,4.2382812,4.0,3.0,3.7792969,4.0,3.5,4.2695312,4.5,4.5,4.15625,4.0,3.5,4.0585938,4.0
3.5,3.4140625,3.5,4.0,3.578125,3.5,3.0,3.8222656,4.0,3.0,3.0957031,3.0,3.0,3.0644531,3.0,3.0,3.1640625,3.0,3.0,3.0683594,3.0,3.5,3.4375,3.5,4.0,3.5566406,3.5,3.0,3.3085938,3.5
3.5,4.09375,4.0,4.0,4.0664062,4.0,4.0,4.5703125,4.5,3.5,3.7148438,3.5,3.0,3.703125,3.5,3.0,3.8164062,4.0,3.0,3.5058594,3.5,4.0,3.9921875,4.0,4.5,4.1054688,4.0,3.0,3.8496094,4.0
3.0,4.203125,4.0,4.0,4.3203125,4.5,5.0,5.0820312,5.0,4.0,4.3789062,4.5,4.0,4.6132812,4.5,4.0,4.7070312,4.5,3.5,3.9902344,4.0,4.5,4.5742188,4.5,4.5,4.234375,4.0,4.0,4.2421875,4.0
3.5,4.3242188,4.5,4.0,4.3867188,4.5,5.0,5.2070312,5.0,5.0,4.5390625,4.5,4.0,4.71875,4.5,4.0,4.765625,5.0,4.0,4.1601562,4.0,3.5,4.609375,4.5,4.0,4.1914062,4.0,4.0,4.3085938,4.5
4.0,4.4492188,4.5,4.0,4.4375,4.5,5.0,5.2109375,5.0,4.0,4.5273438,4.5,4.5,4.6992188,4.5,4.5,4.7734375,5.0,4.5,4.1679688,4.0,4.5,4.6015625,4.5,4.5,4.2382812,4.0,4.5,4.3789062,4.5
3.0,3.6132812,3.5,4.0,3.7851562,4.0,4.0,4.2070312,4.0,3.0,3.4667969,3.5,3.0,3.46875,3.5,3.0,3.59375,3.5,3.0,3.3222656,3.5,3.0,3.8164062,4.0,4.0,3.8398438,4.0,4.0,3.5878906,3.5
4.0,4.34375,4.5,3.5,4.3867188,4.5,5.0,5.1914062,5.0,4.5,4.5039062,4.5,4.0,4.65625,4.5,4.0,4.7148438,4.5,4.5,4.1210938,4.0,4.5,4.6171875,4.5,4.0,4.1835938,4.0,4.0,4.2929688,4.5
3.5,4.1757812,4.0,3.5,4.2265625,4.0,4.0,4.9257812,5.0,4.5,4.2226562,4.0,3.5,4.3359375,4.5,3.5,4.40625,4.5,4.5,3.8964844,4.0,4.0,4.4492188,4.5,4.0,4.1914062,4.0,4.0,4.1289062,4.0
3.5,4.21875,4.0,3.5,4.2421875,4.0,3.5,4.8671875,5.0,3.5,4.1679688,4.0,4.0,4.3984375,4.5,4.0,4.4257812,4.5,4.0,3.8222656,4.0,4.5,4.46875,4.5,4.0,4.1757812,4.0,3.5,4.015625,4.0
4.5,4.2421875,4.0,4.0,4.2929688,4.5,5.0,4.9375,5.0,3.5,4.2421875,4.0,3.0,4.3476562,4.5,3.0,4.40625,4.5,3.5,3.8632812,4.0,4.5,4.4375,4.5,4.5,4.1835938,4.0,4.0,4.078125,4.0
3.0,3.0488281,3.0,3.0,3.140625,3.0,3.5,3.6699219,3.5,2.5,2.7441406,2.5,2.5,2.9550781,3.0,2.5,2.96875,3.0,3.5,2.7753906,3.0,2.5,3.0214844,3.0,3.0,3.4296875,3.5,3.0,3.1210938,3.0
3.0,3.9628906,4.0,4.0,3.9589844,4.0,3.0,4.3320312,4.5,3.5,3.6816406,3.5,3.0,3.703125,3.5,3.0,3.7617188,4.0,3.5,3.3828125,3.5,3.5,3.8632812,4.0,5.0,3.9863281,4.0,3.5,3.6386719,3.5
3.5,4.296875,4.5,3.5,4.2382812,4.0,4.0,4.8476562,5.0,4.5,4.2734375,4.5,4.0,4.359375,4.5,4.0,4.375,4.5,3.5,3.8320312,4.0,5.0,4.4414062,4.5,4.0,4.09375,4.0,4.0,4.0546875,4.0
3.0,3.4980469,3.5,3.0,3.6171875,3.5,3.5,4.0742188,4.0,3.5,3.1601562,3.0,3.0,3.140625,3.0,3.0,3.2226562,3.0,2.5,3.0976562,3.0,4.0,3.5722656,3.5,4.5,3.7695312,4.0,2.5,3.3222656,3.5
3.5,4.0898438,4.0,4.0,4.140625,4.0,4.5,4.8632812,5.0,3.5,3.9042969,4.0,3.0,3.9902344,4.0,3.0,4.1132812,4.0,3.5,3.6972656,3.5,5.0,4.2773438,4.5,3.5,4.1015625,4.0,3.5,3.9492188,4.0
4.0,4.1445312,4.0,4.5,4.2617188,4.5,4.5,4.953125,5.0,4.5,4.171875,4.0,3.5,4.3515625,4.5,3.5,4.4101562,4.5,3.0,3.8125,4.0,4.5,4.46875,4.5,4.0,4.0546875,4.0,3.5,4.0390625,4.0
4.0,4.0546875,4.0,4.0,4.0703125,4.0,3.0,4.8085938,5.0,3.0,3.859375,4.0,3.5,4.0078125,4.0,3.5,4.0859375,4.0,2.5,3.6835938,3.5,5.0,4.2460938,4.0,4.5,4.1914062,4.0,3.5,3.9609375,4.0
4.0,4.3710938,4.5,4.0,4.4335938,4.5,3.5,5.0703125,5.0,4.0,4.4335938,4.5,4.0,4.6875,4.5,4.0,4.7304688,4.5,4.0,4.0898438,4.0,4.5,4.59375,4.5,4.0,4.1601562,4.0,3.5,4.2734375,4.5
3.0,3.4707031,3.5,3.0,3.6542969,3.5,4.0,4.1914062,4.0,3.0,3.3613281,3.5,3.0,3.4648438,3.5,3.0,3.5117188,3.5,3.0,3.2109375,3.0,3.5,3.7441406,3.5,4.5,3.8105469,4.0,3.0,3.4980469,3.5
3.0,3.890625,4.0,4.0,4.1484375,4.0,4.0,4.75,5.0,4.0,4.2226562,4.0,4.5,4.5664062,4.5,4.5,4.609375,4.5,3.5,3.8300781,4.0,4.5,4.546875,4.5,3.5,3.9003906,4.0,3.0,3.9746094,4.0
3.0,3.3320312,3.5,3.0,3.5078125,3.5,4.0,4.0507812,4.0,3.0,3.0957031,3.0,3.0,3.2128906,3.0,3.0,3.2402344,3.0,2.5,3.0605469,3.0,3.0,3.3789062,3.5,4.0,3.6894531,3.5,2.5,3.3535156,3.5
3.0,3.9433594,4.0,3.5,4.0976562,4.0,4.0,4.765625,5.0,4.0,4.0390625,4.0,4.0,4.25,4.0,4.0,4.2773438,4.5,3.0,3.6484375,3.5,4.0,4.234375,4.0,4.5,4.0625,4.0,3.5,3.8847656,4.0
3.5,3.6679688,3.5,3.5,3.8828125,4.0,3.0,4.2929688,4.5,3.5,3.5097656,3.5,3.0,3.6152344,3.5,3.0,3.6367188,3.5,3.0,3.3242188,3.5,3.5,3.7753906,4.0,4.0,3.8476562,4.0,5.0,3.6171875,3.5
4.0,3.6503906,3.5,3.5,3.8339844,4.0,5.0,4.2617188,4.5,3.5,3.4375,3.5,3.0,3.4707031,3.5,3.0,3.5039062,3.5,3.5,3.2636719,3.5,5.0,3.9199219,4.0,3.0,3.7578125,4.0,4.0,3.5898438,3.5
3.0,3.3847656,3.5,3.5,3.4570312,3.5,2.5,3.9765625,4.0,2.5,3.0273438,3.0,3.5,3.2695312,3.5,3.5,3.3457031,3.5,4.0,3.0625,3.0,4.0,3.4707031,3.5,3.0,3.796875,4.0,3.0,3.3886719,3.5
3.5,4.109375,4.0,3.0,4.3046875,4.5,3.0,5.0234375,5.0,4.0,4.4726562,4.5,5.0,4.6679688,4.5,5.0,4.734375,4.5,3.5,3.9902344,4.0,4.5,4.625,4.5,3.5,4.1210938,4.0,3.5,4.125,4.0
3.5,4.0507812,4.0,3.5,4.1289062,4.0,3.5,4.7773438,5.0,5.0,3.8085938,4.0,4.0,3.953125,4.0,4.0,3.9550781,4.0,3.0,3.6269531,3.5,4.0,4.1171875,4.0,4.5,4.1171875,4.0,3.0,3.9140625,4.0
4.0,4.5039062,4.5,3.0,4.4726562,4.5,5.0,5.1757812,5.0,3.5,4.3632812,4.5,5.0,4.6953125,4.5,5.0,4.7265625,4.5,3.5,4.0664062,4.0,5.0,4.5507812,4.5,3.5,4.1757812,4.0,4.0,4.359375,4.5
3.0,3.4726562,3.5,3.0,3.4550781,3.5,3.0,4.0273438,4.0,3.5,3.1074219,3.0,2.0,3.2285156,3.0,2.0,3.2441406,3.0,3.0,3.125,3.0,3.5,3.5195312,3.5,3.5,3.8613281,4.0,3.0,3.4160156,3.5
4.0,4.0742188,4.0,4.5,4.0703125,4.0,4.0,4.6210938,4.5,3.0,3.6933594,3.5,3.5,3.7382812,3.5,3.5,3.7421875,3.5,3.5,3.5644531,3.5,4.0,4.0390625,4.0,4.0,4.0507812,4.0,3.5,3.8535156,4.0
3.0,4.0273438,4.0,4.0,4.15625,4.0,4.0,4.8125,5.0,3.0,3.9921875,4.0,4.0,4.3125,4.5,4.0,4.3203125,4.5,3.0,3.7109375,3.5,4.0,4.3710938,4.5,3.5,3.9980469,4.0,3.0,3.984375,4.0
4.5,4.375,4.5,4.0,4.3867188,4.5,4.5,5.1875,5.0,3.5,4.4101562,4.5,4.0,4.6679688,4.5,4.0,4.7109375,4.5,4.0,4.0429688,4.0,4.0,4.59375,4.5,4.0,4.1679688,4.0,4.5,4.3359375,4.5
3.0,4.3515625,4.5,3.0,4.3476562,4.5,4.5,5.1875,5.0,4.0,4.3242188,4.5,5.0,4.4960938,4.5,5.0,4.6523438,4.5,3.5,4.0,4.0,4.5,4.5742188,4.5,4.0,4.1953125,4.0,3.5,4.3242188,4.5
4.0,4.515625,4.5,4.0,4.5117188,4.5,5.0,5.1992188,5.0,4.5,4.5390625,4.5,4.5,4.8007812,5.0,4.5,4.8164062,5.0,4.0,4.171875,4.0,4.5,4.625,4.5,4.0,4.1523438,4.0,3.5,4.3320312,4.5
4.5,4.4648438,4.5,4.0,4.5039062,4.5,5.0,5.2109375,5.0,4.0,4.5078125,4.5,4.5,4.7421875,4.5,4.5,4.765625,5.0,4.0,4.1484375,4.0,4.5,4.6289062,4.5,4.5,4.1757812,4.0,4.5,4.3945312,4.5
4.0,4.3828125,4.5,4.0,4.4570312,4.5,4.0,5.15625,5.0,3.5,4.4492188,4.5,4.0,4.6992188,4.5,4.0,4.7890625,5.0,3.5,4.1132812,4.0,5.0,4.65625,4.5,4.0,4.203125,4.0,4.0,4.3867188,4.5
4.5,4.40625,4.5,4.0,4.3710938,4.5,4.5,5.0585938,5.0,3.5,4.3242188,4.5,3.5,4.578125,4.5,3.5,4.59375,4.5,3.5,4.0117188,4.0,4.0,4.5273438,4.5,4.0,4.1953125,4.0,3.5,4.234375,4.0
4.0,4.0273438,4.0,4.5,4.078125,4.0,4.5,4.5585938,4.5,4.0,3.8320312,4.0,3.0,3.8730469,4.0,3.0,3.8476562,4.0,3.5,3.6308594,3.5,4.0,4.0390625,4.0,3.0,3.9257812,4.0,3.5,3.8320312,4.0
3.5,4.2773438,4.5,4.0,4.3007812,4.5,4.5,4.8828125,5.0,4.0,4.1445312,4.0,4.0,4.34375,4.5,4.0,4.359375,4.5,3.0,3.7890625,4.0,4.0,4.3398438,4.5,3.5,4.140625,4.0,3.0,4.046875,4.0
4.0,3.9257812,4.0,4.0,4.1054688,4.0,4.5,4.5625,4.5,3.5,3.8164062,4.0,3.0,3.8125,4.0,3.0,3.8339844,4.0,3.5,3.609375,3.5,4.0,4.0039062,4.0,3.0,3.9199219,4.0,4.0,3.8164062,4.0
4.5,4.53125,4.5,4.0,4.5742188,4.5,4.5,5.2070312,5.0,5.0,4.5820312,4.5,4.0,4.8007812,5.0,4.0,4.84375,5.0,4.0,4.1953125,4.0,4.5,4.6328125,4.5,5.0,4.1835938,4.0,4.5,4.3085938,4.5
2.5,3.5820312,3.5,3.5,3.7675781,4.0,5.0,4.3085938,4.5,3.0,3.4589844,3.5,3.5,3.546875,3.5,3.5,3.59375,3.5,3.5,3.3007812,3.5,3.5,3.6835938,3.5,3.0,3.7089844,3.5,3.5,3.515625,3.5
3.0,3.4277344,3.5,3.0,3.4511719,3.5,4.0,3.9648438,4.0,3.0,2.9785156,3.0,3.0,3.1152344,3.0,3.0,3.2480469,3.0,3.0,3.0410156,3.0,3.5,3.5117188,3.5,3.0,3.6875,3.5,3.0,3.4121094,3.5
4.0,4.5039062,4.5,5.0,4.5390625,4.5,4.5,5.2421875,5.0,5.0,4.578125,4.5,5.0,4.875,5.0,5.0,4.921875,5.0,4.0,4.1757812,4.0,4.5,4.6875,4.5,3.5,4.1796875,4.0,4.0,4.3554688,4.5
3.5,4.3085938,4.5,4.0,4.3984375,4.5,4.5,5.0585938,5.0,4.0,4.3242188,4.5,4.0,4.5742188,4.5,4.0,4.6171875,4.5,4.0,4.0273438,4.0,4.5,4.6640625,4.5,3.0,4.1132812,4.0,4.0,4.265625,4.5
3.5,4.1835938,4.0,4.0,4.2617188,4.5,5.0,4.9726562,5.0,3.5,4.140625,4.0,3.5,4.359375,4.5,3.5,4.4492188,4.5,3.5,3.828125,4.0,5.0,4.4492188,4.5,3.5,4.203125,4.0,3.5,4.1171875,4.0
3.0,3.875,4.0,3.5,3.8710938,4.0,4.0,4.4882812,4.5,4.0,3.5097656,3.5,3.5,3.75,4.0,3.5,3.828125,4.0,3.0,3.4394531,3.5,4.0,3.8847656,4.0,3.5,4.0351562,4.0,3.5,3.7382812,3.5
3.0,3.9902344,4.0,3.0,4.1132812,4.0,5.0,4.8476562,5.0,3.5,4.078125,4.0,4.0,4.3710938,4.5,4.0,4.3203125,4.5,4.0,3.8378906,4.0,5.0,4.3789062,4.5,3.5,4.0742188,4.0,3.0,4.0507812,4.0
3.5,4.1914062,4.0,3.5,4.1445312,4.0,3.5,4.8671875,5.0,3.5,4.03125,4.0,5.0,4.2929688,4.5,5.0,4.34375,4.5,3.5,3.8359375,4.0,4.0,4.3046875,4.5,4.5,4.2109375,4.0,5.0,4.1992188,4.0
4.0,4.1757812,4.0,3.5,4.234375,4.0,4.0,4.9375,5.0,4.0,4.359375,4.5,4.0,4.6289062,4.5,4.0,4.6289062,4.5,4.5,3.9824219,4.0,4.5,4.5976562,4.5,4.5,4.078125,4.0,4.0,4.21875,4.0
4.0,4.2851562,4.5,4.0,4.3320312,4.5,3.5,4.9765625,5.0,4.0,4.3867188,4.5,4.0,4.5625,4.5,4.0,4.65625,4.5,3.5,4.0117188,4.0,3.5,4.59375,4.5,4.0,4.1523438,4.0,4.0,4.2773438,4.5
3.0,3.1699219,3.0,3.5,3.1894531,3.0,3.5,3.8183594,4.0,2.5,2.6347656,2.5,2.5,2.8320312,3.0,2.5,2.8554688,3.0,3.0,2.7910156,3.0,2.5,3.0488281,3.0,3.0,3.5390625,3.5,3.0,3.1660156,3.0
3.0,3.6230469,3.5,3.5,3.8417969,4.0,3.0,4.1601562,4.0,4.0,3.65625,3.5,4.0,3.8671875,4.0,4.0,3.8867188,4.0,3.0,3.3925781,3.5,4.0,3.890625,4.0,4.0,3.8691406,4.0,2.5,3.5410156,3.5
3.0,3.359375,3.5,4.0,3.4609375,3.5,3.5,3.9042969,4.0,4.0,3.0742188,3.0,3.0,3.0722656,3.0,3.0,3.0898438,3.0,2.5,2.9882812,3.0,3.0,3.4257812,3.5,3.5,3.4160156,3.5,3.0,3.2382812,3.0
2.5,3.1132812,3.0,3.0,3.1230469,3.0,4.5,3.734375,3.5,3.0,2.8457031,3.0,3.0,3.0410156,3.0,3.0,3.1542969,3.0,2.0,2.7773438,3.0,3.0,3.3203125,3.5,3.0,3.2558594,3.5,3.0,3.0332031,3.0
